"","GEOID","NAME","variable","estimate","moe","label","concept"
"636","17077","Jackson County, Illinois","S1903_C03_001",45572,3777,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"637","17079","Jasper County, Illinois","S1903_C03_001",71094,6014,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"638","17081","Jefferson County, Illinois","S1903_C03_001",61102,2397,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"639","17083","Jersey County, Illinois","S1903_C03_001",79104,7390,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"640","17085","Jo Daviess County, Illinois","S1903_C03_001",74954,5135,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"641","17087","Johnson County, Illinois","S1903_C03_001",65203,5953,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"642","17089","Kane County, Illinois","S1903_C03_001",100678,1879,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"643","17091","Kankakee County, Illinois","S1903_C03_001",68325,2842,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"644","17093","Kendall County, Illinois","S1903_C03_001",110474,3926,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"645","17095","Knox County, Illinois","S1903_C03_001",53291,3809,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"646","17097","Lake County, Illinois","S1903_C03_001",108917,1556,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"647","17099","LaSalle County, Illinois","S1903_C03_001",72281,2245,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"648","17101","Lawrence County, Illinois","S1903_C03_001",53438,5743,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"649","17103","Lee County, Illinois","S1903_C03_001",68459,3601,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"650","17105","Livingston County, Illinois","S1903_C03_001",70796,3681,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"651","17107","Logan County, Illinois","S1903_C03_001",64188,3133,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"652","17109","McDonough County, Illinois","S1903_C03_001",50434,3371,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"653","17111","McHenry County, Illinois","S1903_C03_001",102836,2073,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"654","17113","McLean County, Illinois","S1903_C03_001",78329,2870,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"655","17115","Macon County, Illinois","S1903_C03_001",62449,2164,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"656","17117","Macoupin County, Illinois","S1903_C03_001",68518,4261,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"657","17119","Madison County, Illinois","S1903_C03_001",74800,1798,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"658","17121","Marion County, Illinois","S1903_C03_001",60839,2138,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"659","17123","Marshall County, Illinois","S1903_C03_001",69818,3581,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"660","17125","Mason County, Illinois","S1903_C03_001",62127,2635,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"661","17127","Massac County, Illinois","S1903_C03_001",62584,5759,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"662","17129","Menard County, Illinois","S1903_C03_001",81334,4930,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"663","17131","Mercer County, Illinois","S1903_C03_001",71710,3328,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"664","17133","Monroe County, Illinois","S1903_C03_001",101635,5124,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"665","17135","Montgomery County, Illinois","S1903_C03_001",61863,4570,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"666","17137","Morgan County, Illinois","S1903_C03_001",65175,3868,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"667","17139","Moultrie County, Illinois","S1903_C03_001",71676,9709,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"668","17141","Ogle County, Illinois","S1903_C03_001",79244,3185,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"669","17143","Peoria County, Illinois","S1903_C03_001",64938,1963,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"670","17145","Perry County, Illinois","S1903_C03_001",59286,4702,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"671","17147","Piatt County, Illinois","S1903_C03_001",87516,7301,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"672","17149","Pike County, Illinois","S1903_C03_001",58029,3923,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"673","17151","Pope County, Illinois","S1903_C03_001",62500,5568,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"674","17153","Pulaski County, Illinois","S1903_C03_001",43227,4675,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"675","17155","Putnam County, Illinois","S1903_C03_001",77526,6560,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"676","17157","Randolph County, Illinois","S1903_C03_001",68870,5384,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"677","17159","Richland County, Illinois","S1903_C03_001",60404,6022,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"678","17161","Rock Island County, Illinois","S1903_C03_001",66768,2195,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"679","17163","St. Clair County, Illinois","S1903_C03_001",70178,2013,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"680","17165","Saline County, Illinois","S1903_C03_001",54945,3306,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"681","17167","Sangamon County, Illinois","S1903_C03_001",74114,1576,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"682","17169","Schuyler County, Illinois","S1903_C03_001",66059,4909,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"683","17171","Scott County, Illinois","S1903_C03_001",73013,6494,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"684","17173","Shelby County, Illinois","S1903_C03_001",68457,3654,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"685","17175","Stark County, Illinois","S1903_C03_001",62284,6723,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"686","17177","Stephenson County, Illinois","S1903_C03_001",61943,3064,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"687","17179","Tazewell County, Illinois","S1903_C03_001",76704,1776,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"688","17181","Union County, Illinois","S1903_C03_001",56420,4692,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"689","17183","Vermilion County, Illinois","S1903_C03_001",54537,1470,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"690","17185","Wabash County, Illinois","S1903_C03_001",53650,4395,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"691","17187","Warren County, Illinois","S1903_C03_001",64650,6493,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"692","17189","Washington County, Illinois","S1903_C03_001",75652,4315,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"693","17191","Wayne County, Illinois","S1903_C03_001",53107,4114,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"694","17193","White County, Illinois","S1903_C03_001",53097,4680,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"695","17195","Whiteside County, Illinois","S1903_C03_001",64536,4377,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"696","17197","Will County, Illinois","S1903_C03_001",107799,1286,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"697","17199","Williamson County, Illinois","S1903_C03_001",65521,3734,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"698","17201","Winnebago County, Illinois","S1903_C03_001",64363,1542,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"699","17203","Woodford County, Illinois","S1903_C03_001",85629,4904,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"700","18001","Adams County, Indiana","S1903_C03_001",63128,4768,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"701","18003","Allen County, Indiana","S1903_C03_001",68839,1289,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"702","18005","Bartholomew County, Indiana","S1903_C03_001",80365,4774,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"703","18007","Benton County, Indiana","S1903_C03_001",61811,4138,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"704","18009","Blackford County, Indiana","S1903_C03_001",47560,4952,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"705","18011","Boone County, Indiana","S1903_C03_001",104865,4208,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"706","18013","Brown County, Indiana","S1903_C03_001",72644,10830,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"707","18015","Carroll County, Indiana","S1903_C03_001",64003,4361,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"708","18017","Cass County, Indiana","S1903_C03_001",56525,3002,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"709","18019","Clark County, Indiana","S1903_C03_001",72298,1970,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"710","18021","Clay County, Indiana","S1903_C03_001",67676,6013,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"711","18023","Clinton County, Indiana","S1903_C03_001",63690,2966,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"712","18025","Crawford County, Indiana","S1903_C03_001",48993,3903,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"713","18027","Daviess County, Indiana","S1903_C03_001",68561,6104,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"714","18029","Dearborn County, Indiana","S1903_C03_001",82693,5034,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"715","18031","Decatur County, Indiana","S1903_C03_001",74228,3101,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"716","18033","DeKalb County, Indiana","S1903_C03_001",70080,5327,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"717","18035","Delaware County, Indiana","S1903_C03_001",56932,2366,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"718","18037","Dubois County, Indiana","S1903_C03_001",71918,3016,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"719","18039","Elkhart County, Indiana","S1903_C03_001",65617,2240,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"720","18041","Fayette County, Indiana","S1903_C03_001",56659,3753,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"721","18043","Floyd County, Indiana","S1903_C03_001",78179,3423,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"722","18045","Fountain County, Indiana","S1903_C03_001",62526,5934,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"723","18047","Franklin County, Indiana","S1903_C03_001",79702,4505,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"724","18049","Fulton County, Indiana","S1903_C03_001",62878,4464,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"725","18051","Gibson County, Indiana","S1903_C03_001",67763,4696,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"726","18053","Grant County, Indiana","S1903_C03_001",54007,2475,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"727","18055","Greene County, Indiana","S1903_C03_001",59753,4088,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"728","18057","Hamilton County, Indiana","S1903_C03_001",117957,3379,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"729","18059","Hancock County, Indiana","S1903_C03_001",91326,3157,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"730","18061","Harrison County, Indiana","S1903_C03_001",72468,6412,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"731","18063","Hendricks County, Indiana","S1903_C03_001",99988,2787,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"732","18065","Henry County, Indiana","S1903_C03_001",60144,2924,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"733","18067","Howard County, Indiana","S1903_C03_001",62496,2618,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
"734","18069","Huntington County, Indiana","S1903_C03_001",62734,3176,"Estimate!!Median income (dollars)!!HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","Median Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars)"
