"","GEOID","NAME","variable","estimate","moe","label","concept"
"747","18095","Madison County, Indiana","S2701_C03_001",92,0.7,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"748","18097","Marion County, Indiana","S2701_C03_001",91,0.4,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"749","18099","Marshall County, Indiana","S2701_C03_001",87,1.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"750","18101","Martin County, Indiana","S2701_C03_001",92.9,2.4,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"751","18103","Miami County, Indiana","S2701_C03_001",92.5,1.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"752","18105","Monroe County, Indiana","S2701_C03_001",94.7,0.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"753","18107","Montgomery County, Indiana","S2701_C03_001",91.8,1.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"754","18109","Morgan County, Indiana","S2701_C03_001",94.9,0.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"755","18111","Newton County, Indiana","S2701_C03_001",94.2,1.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"756","18113","Noble County, Indiana","S2701_C03_001",88.3,1.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"757","18115","Ohio County, Indiana","S2701_C03_001",93.7,2.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"758","18117","Orange County, Indiana","S2701_C03_001",92.9,2.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"759","18119","Owen County, Indiana","S2701_C03_001",90.6,2.4,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"760","18121","Parke County, Indiana","S2701_C03_001",84.3,3.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"761","18123","Perry County, Indiana","S2701_C03_001",94.5,1.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"762","18125","Pike County, Indiana","S2701_C03_001",95.7,1.3,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"763","18127","Porter County, Indiana","S2701_C03_001",95.2,0.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"764","18129","Posey County, Indiana","S2701_C03_001",96.1,1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"765","18131","Pulaski County, Indiana","S2701_C03_001",92.5,1.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"766","18133","Putnam County, Indiana","S2701_C03_001",96.1,0.7,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"767","18135","Randolph County, Indiana","S2701_C03_001",92.5,1.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"768","18137","Ripley County, Indiana","S2701_C03_001",93.3,1.7,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"769","18139","Rush County, Indiana","S2701_C03_001",92.1,1.9,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"770","18141","St. Joseph County, Indiana","S2701_C03_001",92.7,0.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"771","18143","Scott County, Indiana","S2701_C03_001",96.3,1.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"772","18145","Shelby County, Indiana","S2701_C03_001",93.8,1.3,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"773","18147","Spencer County, Indiana","S2701_C03_001",96.2,0.9,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"774","18149","Starke County, Indiana","S2701_C03_001",93.5,1.4,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"775","18151","Steuben County, Indiana","S2701_C03_001",93.7,1.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"776","18153","Sullivan County, Indiana","S2701_C03_001",93.2,1.7,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"777","18155","Switzerland County, Indiana","S2701_C03_001",86.9,3.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"778","18157","Tippecanoe County, Indiana","S2701_C03_001",94.5,0.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"779","18159","Tipton County, Indiana","S2701_C03_001",92,2.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"780","18161","Union County, Indiana","S2701_C03_001",92,2.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"781","18163","Vanderburgh County, Indiana","S2701_C03_001",92.7,0.7,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"782","18165","Vermillion County, Indiana","S2701_C03_001",96,1.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"783","18167","Vigo County, Indiana","S2701_C03_001",92.3,0.9,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"784","18169","Wabash County, Indiana","S2701_C03_001",93.2,1.4,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"785","18171","Warren County, Indiana","S2701_C03_001",95.1,1.7,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"786","18173","Warrick County, Indiana","S2701_C03_001",96.9,0.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"787","18175","Washington County, Indiana","S2701_C03_001",91.7,2.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"788","18177","Wayne County, Indiana","S2701_C03_001",89.3,1.4,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"789","18179","Wells County, Indiana","S2701_C03_001",93.4,1.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"790","18181","White County, Indiana","S2701_C03_001",92.8,1.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"791","18183","Whitley County, Indiana","S2701_C03_001",92.2,1.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"792","19001","Adair County, Iowa","S2701_C03_001",95.4,1.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"793","19003","Adams County, Iowa","S2701_C03_001",95.9,1.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"794","19005","Allamakee County, Iowa","S2701_C03_001",93.4,1.7,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"795","19007","Appanoose County, Iowa","S2701_C03_001",89.3,3.4,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"796","19009","Audubon County, Iowa","S2701_C03_001",96.7,1.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"797","19011","Benton County, Iowa","S2701_C03_001",97,0.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"798","19013","Black Hawk County, Iowa","S2701_C03_001",95.6,0.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"799","19015","Boone County, Iowa","S2701_C03_001",96.3,1.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"800","19017","Bremer County, Iowa","S2701_C03_001",97.8,0.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"801","19019","Buchanan County, Iowa","S2701_C03_001",94.1,2.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"802","19021","Buena Vista County, Iowa","S2701_C03_001",93.5,1.4,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"803","19023","Butler County, Iowa","S2701_C03_001",96.2,1.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"804","19025","Calhoun County, Iowa","S2701_C03_001",97,0.9,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"805","19027","Carroll County, Iowa","S2701_C03_001",97.5,0.7,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"806","19029","Cass County, Iowa","S2701_C03_001",95.8,1.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"807","19031","Cedar County, Iowa","S2701_C03_001",96.2,1.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"808","19033","Cerro Gordo County, Iowa","S2701_C03_001",96.2,0.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"809","19035","Cherokee County, Iowa","S2701_C03_001",93.9,2.4,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"810","19037","Chickasaw County, Iowa","S2701_C03_001",92.3,3.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"811","19039","Clarke County, Iowa","S2701_C03_001",94.7,2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"812","19041","Clay County, Iowa","S2701_C03_001",95.4,1.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"813","19043","Clayton County, Iowa","S2701_C03_001",92.4,2.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"814","19045","Clinton County, Iowa","S2701_C03_001",95,0.7,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"815","19047","Crawford County, Iowa","S2701_C03_001",91.4,1.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"816","19049","Dallas County, Iowa","S2701_C03_001",95.9,0.7,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"817","19051","Davis County, Iowa","S2701_C03_001",71.7,4,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"818","19053","Decatur County, Iowa","S2701_C03_001",92.1,1.9,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"819","19055","Delaware County, Iowa","S2701_C03_001",96,1.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"820","19057","Des Moines County, Iowa","S2701_C03_001",96,0.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"821","19059","Dickinson County, Iowa","S2701_C03_001",96.3,1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"822","19061","Dubuque County, Iowa","S2701_C03_001",96.5,0.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"823","19063","Emmet County, Iowa","S2701_C03_001",94.6,2.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"824","19065","Fayette County, Iowa","S2701_C03_001",95.3,1.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"825","19067","Floyd County, Iowa","S2701_C03_001",95.9,1.4,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"826","19069","Franklin County, Iowa","S2701_C03_001",89.3,2.3,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"827","19071","Fremont County, Iowa","S2701_C03_001",96.1,1.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"828","19073","Greene County, Iowa","S2701_C03_001",96.6,1.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"829","19075","Grundy County, Iowa","S2701_C03_001",97.4,0.9,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"830","19077","Guthrie County, Iowa","S2701_C03_001",96.6,0.9,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"831","19079","Hamilton County, Iowa","S2701_C03_001",95.7,1.3,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"832","19081","Hancock County, Iowa","S2701_C03_001",95.3,1.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"833","19083","Hardin County, Iowa","S2701_C03_001",95.1,1.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"834","19085","Harrison County, Iowa","S2701_C03_001",95.8,1.4,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"835","19087","Henry County, Iowa","S2701_C03_001",95.5,1.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"836","19089","Howard County, Iowa","S2701_C03_001",90.4,3,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"837","19091","Humboldt County, Iowa","S2701_C03_001",94,1.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"838","19093","Ida County, Iowa","S2701_C03_001",94.5,1.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"839","19095","Iowa County, Iowa","S2701_C03_001",97.6,0.7,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"840","19097","Jackson County, Iowa","S2701_C03_001",94.6,1.7,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"841","19099","Jasper County, Iowa","S2701_C03_001",95.9,0.9,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"842","19101","Jefferson County, Iowa","S2701_C03_001",92.8,2.3,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"843","19103","Johnson County, Iowa","S2701_C03_001",94.9,0.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"844","19105","Jones County, Iowa","S2701_C03_001",97.3,0.9,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"845","19107","Keokuk County, Iowa","S2701_C03_001",96.7,0.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"846","19109","Kossuth County, Iowa","S2701_C03_001",96.1,0.9,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"847","19111","Lee County, Iowa","S2701_C03_001",95.3,1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"848","19113","Linn County, Iowa","S2701_C03_001",96.2,0.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"849","19115","Louisa County, Iowa","S2701_C03_001",94.9,1.4,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"850","19117","Lucas County, Iowa","S2701_C03_001",92.1,2.3,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"851","19119","Lyon County, Iowa","S2701_C03_001",95.6,1.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"852","19121","Madison County, Iowa","S2701_C03_001",95.1,1.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"853","19123","Mahaska County, Iowa","S2701_C03_001",95.3,1.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"854","19125","Marion County, Iowa","S2701_C03_001",97.5,0.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"855","19127","Marshall County, Iowa","S2701_C03_001",94.6,1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"856","19129","Mills County, Iowa","S2701_C03_001",97.4,1.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"857","19131","Mitchell County, Iowa","S2701_C03_001",92.7,2.4,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"858","19133","Monona County, Iowa","S2701_C03_001",96.7,1.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"859","19135","Monroe County, Iowa","S2701_C03_001",97.5,1.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"860","19137","Montgomery County, Iowa","S2701_C03_001",97.4,0.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"861","19139","Muscatine County, Iowa","S2701_C03_001",96,0.9,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"862","19141","O'Brien County, Iowa","S2701_C03_001",96.4,1.3,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"863","19143","Osceola County, Iowa","S2701_C03_001",92.3,2.4,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"864","19145","Page County, Iowa","S2701_C03_001",95.2,1.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"865","19147","Palo Alto County, Iowa","S2701_C03_001",95,1.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"866","19149","Plymouth County, Iowa","S2701_C03_001",94.4,1.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"867","19151","Pocahontas County, Iowa","S2701_C03_001",92.9,1.4,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"868","19153","Polk County, Iowa","S2701_C03_001",95.1,0.3,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"869","19155","Pottawattamie County, Iowa","S2701_C03_001",95.2,0.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"870","19157","Poweshiek County, Iowa","S2701_C03_001",96.4,1.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"871","19159","Ringgold County, Iowa","S2701_C03_001",92.1,2.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"872","19161","Sac County, Iowa","S2701_C03_001",94.8,1.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"873","19163","Scott County, Iowa","S2701_C03_001",94.6,0.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"874","19165","Shelby County, Iowa","S2701_C03_001",96.8,0.9,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"875","19167","Sioux County, Iowa","S2701_C03_001",94.3,2.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"876","19169","Story County, Iowa","S2701_C03_001",95.4,0.7,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"877","19171","Tama County, Iowa","S2701_C03_001",93,1.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"878","19173","Taylor County, Iowa","S2701_C03_001",94.8,1.7,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"879","19175","Union County, Iowa","S2701_C03_001",92.1,2.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"880","19177","Van Buren County, Iowa","S2701_C03_001",87.8,2.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"881","19179","Wapello County, Iowa","S2701_C03_001",92.8,1.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"882","19181","Warren County, Iowa","S2701_C03_001",97.8,0.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"883","19183","Washington County, Iowa","S2701_C03_001",92.8,1.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"884","19185","Wayne County, Iowa","S2701_C03_001",87.5,3.4,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"885","19187","Webster County, Iowa","S2701_C03_001",92.5,1.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"886","19189","Winnebago County, Iowa","S2701_C03_001",95.5,1.4,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"887","19191","Winneshiek County, Iowa","S2701_C03_001",97.1,0.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"888","19193","Woodbury County, Iowa","S2701_C03_001",93.5,0.7,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"889","19195","Worth County, Iowa","S2701_C03_001",93.4,2.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"890","19197","Wright County, Iowa","S2701_C03_001",94.6,1.3,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"891","20001","Allen County, Kansas","S2701_C03_001",90.4,2.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"892","20003","Anderson County, Kansas","S2701_C03_001",89.3,3.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"893","20005","Atchison County, Kansas","S2701_C03_001",91.3,2.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"894","20007","Barber County, Kansas","S2701_C03_001",93.1,2.3,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"895","20009","Barton County, Kansas","S2701_C03_001",88.7,2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"896","20011","Bourbon County, Kansas","S2701_C03_001",92.2,1.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"897","20013","Brown County, Kansas","S2701_C03_001",89.8,1.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"898","20015","Butler County, Kansas","S2701_C03_001",93.7,0.9,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"899","20017","Chase County, Kansas","S2701_C03_001",92.5,2.3,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"900","20019","Chautauqua County, Kansas","S2701_C03_001",87.3,3.4,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"901","20021","Cherokee County, Kansas","S2701_C03_001",90,2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"902","20023","Cheyenne County, Kansas","S2701_C03_001",84.9,4.4,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"903","20025","Clark County, Kansas","S2701_C03_001",94.1,2.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"904","20027","Clay County, Kansas","S2701_C03_001",93.4,2.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"905","20029","Cloud County, Kansas","S2701_C03_001",90.1,2.3,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
